一种快速筛选具有临床诊断价值的心电图的方法与装置	-0.12001189589500427 -0.12631334364414215 -0.05198659375309944 0.23064564168453217 -0.024411732330918312 0.003992144018411636 0.13677909970283508 -0.03339417278766632 -0.10821392387151718 0.015657983720302582 -0.14293411374092102 0.035153742879629135 0.25935277342796326 0.25352582335472107 -0.17186744511127472 0.09678049385547638 -0.04761909320950508 0.19245027005672455 0.034242771565914154 0.0831688866019249 0.00374154606834054 0.15026156604290009 0.004332743119448423 -0.25199955701828003 0.08056193590164185 0.15911488234996796 -0.12506939470767975 -0.1020931750535965 0.026591405272483826 0.06231706216931343 -0.16180549561977386 -0.20935341715812683
用于润滑脂和润滑剂应用的聚烯烃组合物	0.007246644701808691 0.11998333036899567 0.12301671504974365 -0.14502495527267456 -0.02489708922803402 -0.10384010523557663 0.03327541425824165 0.010119115002453327 -0.004902790766209364 0.11538930237293243 -0.17001895606517792 0.10793635249137878 0.09772153943777084 -0.07178228348493576 -0.0889355018734932 0.05698283389210701 -0.017634963616728783 0.13424599170684814 0.26789435744285583 -0.2613690495491028 0.08151868730783463 0.03350657597184181 0.09257052093744278 -0.016399981454014778 -0.028030894696712494 -0.04735994338989258 -0.1456025242805481 -0.1761271357536316 -0.05369068682193756 0.07264428585767746 0.09949229657649994 -0.06587409973144531
一种用于心电数据分析的反混淆叠加方法及装置	0.1302001178264618 0.3040008246898651 -0.26442021131515503 0.013099114410579205 -0.10775261372327805 0.200027734041214 -0.054485004395246506 -0.0648399069905281 -0.029540784657001495 -0.13201823830604553 0.05724494904279709 0.11033052951097488 0.07737826555967331 0.24736304581165314 -0.028160572052001953 0.11569268256425858 -0.1886557787656784 -0.11129550635814667 0.07439134269952774 0.34514889121055603 0.10495374351739883 0.24605773389339447 -0.02049480378627777 -0.057697977870702744 -0.09427513927221298 -0.07576790452003479 0.09601712971925735 -0.0015721633099019527 0.23997855186462402 -0.010802053846418858 -0.13970786333084106 0.025081928819417953
一种多车型通用无级变速箱油及其制备方法	0.24537713825702667 0.07266665995121002 0.039846569299697876 0.06050432473421097 0.059826768934726715 -0.2864014506340027 -0.15509295463562012 0.04918942600488663 -0.27147895097732544 0.3047952353954315 -0.1720409095287323 0.08631737530231476 -0.14390026032924652 0.1921662986278534 -0.14465467631816864 -0.10672139376401901 -0.2502724826335907 1.0177596807479858 -0.15870946645736694 -0.17393295466899872 0.17645592987537384 -0.19574470818042755 -0.0565483495593071 -0.13875988125801086 0.014094272628426552 0.21226797997951508 -0.03791089728474617 -0.018601588904857635 0.17686112225055695 0.17622332274913788 0.09034281969070435 -0.06434851884841919
一种棒状阀杆密封剂组合物及其制备方法	-0.029840635135769844 -0.021603530272841454 -0.14566980302333832 -0.2144457846879959 0.0861978605389595 0.030304979532957077 0.12118493020534515 0.059395067393779755 -0.0611022487282753 -0.02132517285645008 0.08183188736438751 0.11209990084171295 -0.5217682123184204 0.1153220385313034 0.20140931010246277 0.4117272198200226 0.006165532395243645 -0.05297201871871948 0.10372049361467361 -0.11727822571992874 -0.22811271250247955 0.25708919763565063 -0.1521807760000229 0.4132799804210663 0.1106162965297699 -0.09780904650688171 0.3128548562526703 -0.08972004055976868 -0.123282790184021 0.3092149794101715 0.19036738574504852 0.13470397889614105
基于金字塔型卷积层的心电信号深度神经网络建模方法	-0.21848201751708984 -0.15320391952991486 0.06742298603057861 0.01052438747137785 -0.2606659233570099 0.22493882477283478 -0.006433409638702869 0.009172886610031128 -0.16429302096366882 -0.1909549981355667 0.10147206485271454 0.34084954857826233 -0.07868029177188873 0.3895585834980011 -0.3003559708595276 0.17804710566997528 -0.11783520877361298 -0.07624344527721405 0.07349579781293869 0.08442868292331696 0.1055603176355362 -0.5074718594551086 -0.009770344942808151 -0.281709760427475 0.019258461892604828 -0.3180875778198242 -0.13329197466373444 -0.07204113900661469 0.18458721041679382 -0.26383310556411743 -0.45396000146865845 0.06490280479192734
一种多视角转换的心电信号数据增强方法	-0.08104922622442245 0.030696993693709373 -0.07086334377527237 -0.0967620238661766 0.06617798656225204 0.176090806722641 0.04938234016299248 -0.014614704996347427 0.17854870855808258 -0.13661594688892365 0.065557561814785 -0.24291062355041504 -0.12784762680530548 0.07256827503442764 -0.030029429122805595 -0.008028203621506691 0.016081957146525383 0.04194999858736992 -0.0718453973531723 0.2823023498058319 0.309015691280365 0.17935258150100708 0.19848328828811646 -0.20125949382781982 -0.02795678935945034 0.2283739298582077 0.00598318874835968 -0.19796021282672882 -0.12271340191364288 -0.11202862113714218 -0.11636137217283249 0.18028424680233002
缺失导联的心电数据的分类处理方法、装置及存储介质	0.07316233962774277 0.13284911215305328 -0.24402014911174774 0.13000290095806122 -0.12830504775047302 -0.021412964910268784 -0.19602565467357635 -0.0449247770011425 -0.060090649873018265 -0.06865420192480087 -0.06954456120729446 0.1571590006351471 -0.043490614742040634 0.5302433371543884 -0.2911575138568878 -0.07254291325807571 -0.22789651155471802 0.1719125509262085 -0.10907391458749771 0.20370632410049438 0.11895592510700226 0.0463777631521225 0.08442635089159012 -0.08147856593132019 0.28043270111083984 -0.10958565771579742 -0.14581270515918732 0.0932091623544693 -0.06578072160482407 0.03201635181903839 -0.05623466148972511 -0.14598150551319122
皂氨酯润滑脂及其制备方法	0.07217587530612946 0.31652718782424927 0.04223872348666191 -0.0909271314740181 0.0995156541466713 -0.2107347995042801 -0.02617495507001877 -0.03481454774737358 0.13171756267547607 -0.022816650569438934 0.22243189811706543 -0.4689050614833832 -0.4486802816390991 0.21038925647735596 0.19470566511154175 0.25322872400283813 0.08938926458358765 -0.4355936646461487 0.2223612517118454 0.12592308223247528 -0.18244239687919617 0.19757667183876038 0.21607926487922668 0.04050584137439728 0.009474283084273338 -0.33376115560531616 0.115730881690979 0.07373061776161194 -0.12167093902826309 0.04926307499408722 0.20405077934265137 -0.009749206714332104
基于碳量子点的电流变材料的制备方法及电流变材料	-0.2337774783372879 -0.034328393638134 0.2774949371814728 0.21364754438400269 -0.22327633202075958 0.2762852907180786 -0.08266013115644455 0.0820138156414032 0.06223742291331291 0.017735695466399193 0.0920523926615715 0.007141418755054474 0.1924336850643158 -0.5865784287452698 0.09352660179138184 -0.4995722770690918 -0.4013253450393677 0.24030621349811554 0.03288930281996727 -0.26583367586135864 -0.21700486540794373 -0.2092609703540802 -0.2726849615573883 -0.1914607584476471 0.0695563405752182 -0.46068456768989563 -0.18296721577644348 0.18318095803260803 0.2579251825809479 0.08727573603391647 0.11270061135292053 0.16783888638019562
一种亲水型户外和潮湿地区离心泵专用油及其制备方法	0.255600243806839 0.26146113872528076 -0.06009906530380249 -0.09212720394134521 0.0150348711758852 0.04236968606710434 0.21836398541927338 0.03711164370179176 -0.2252696007490158 -0.2237793356180191 0.16667912900447845 -0.12564383447170258 -0.17353403568267822 0.1002889946103096 0.11923916637897491 0.012920117937028408 -0.1584574580192566 -0.14861652255058289 -0.03892284259200096 -0.1313755214214325 0.06340975314378738 -0.2609407603740692 0.012735077179968357 0.10414097458124161 0.040086109191179276 0.014391487464308739 0.2918361723423004 0.04437512159347534 0.3002222180366516 0.05870411917567253 0.40447184443473816 -0.17439764738082886
VPX供电设备	-0.09958534687757492 0.11728145182132721 0.0513891838490963 -0.02388090081512928 -0.1494920700788498 -0.0016074508894234896 0.09707243740558624 0.00915565062314272 -0.22017231583595276 -0.2611299753189087 0.08463597297668457 -0.10673902928829193 0.21946030855178833 0.0394401028752327 -0.14143510162830353 -0.11958222091197968 -0.10574766248464584 0.07668811827898026 0.030941225588321686 0.04616811126470566 0.11604774743318558 0.12310183793306351 -0.015906069427728653 -0.0035159136168658733 0.2378050535917282 0.21786174178123474 -0.05943605303764343 -0.11615381389856339 -0.16476568579673767 -0.06842677295207977 0.009419320151209831 -0.08451374620199203
一种新型金属切削液及其制备方法	0.053385451436042786 0.27689847350120544 -0.003853571368381381 0.029305489733815193 0.09765646606683731 0.08302071690559387 0.010616396553814411 -0.018280426040291786 -0.04277229681611061 0.02359974943101406 -0.024253536015748978 -0.2004610300064087 -0.1475352644920349 0.14451992511749268 0.11822585016489029 -0.008039932698011398 0.008484804071485996 0.18114471435546875 -0.015348214656114578 0.08185155689716339 -0.06079918518662453 -0.012771193869411945 -0.1635669618844986 0.01383171696215868 -0.15863075852394104 -0.19462691247463226 -0.06763917952775955 0.1542883813381195 -0.040508933365345 0.13469940423965454 0.11313556134700775 -0.2040918618440628
基于多尺度卷积和密集连接网络的心电信号质量评估方法	-0.557271420955658 -0.218209907412529 0.14647527039051056 0.014562812633812428 -0.31186869740486145 0.10617932677268982 -0.032105736434459686 0.02748720347881317 0.13492435216903687 0.0352756641805172 0.14889948070049286 -0.22467046976089478 -0.5122518539428711 0.13386373221874237 0.36638739705085754 0.1002948209643364 0.19214162230491638 -0.39094284176826477 0.07060547173023224 0.24591191112995148 -0.033035337924957275 0.3266671895980835 0.0468241348862648 0.012499048374593258 0.14152438938617706 0.10004037618637085 -0.093178391456604 -0.04969397932291031 0.1236889436841011 0.08198229223489761 -0.001726088230498135 -0.16536879539489746
融合深度和医学特征的基于序列标注的多导联心电信号分类方法	-0.027518318966031075 0.12907157838344574 -0.09659264236688614 -0.07758636027574539 0.08161984384059906 0.05999377369880676 0.15953241288661957 0.06202572584152222 -0.06883565336465836 -0.10997536778450012 0.07136306911706924 -0.038757938891649246 0.04026971012353897 0.02612621709704399 0.3051360845565796 -0.10990844666957855 -0.08626940846443176 0.022770119830965996 -0.16404305398464203 -0.4095035791397095 0.07784587889909744 0.134338840842247 -0.03533044829964638 0.09971997141838074 0.029754335060715675 -0.021012891083955765 0.3916098475456238 0.0447491854429245 0.1268802285194397 0.04728548601269722 0.4038826823234558 0.14512434601783752
UPS使用寿命的预测方法、设备及计算机可读存储介质	-0.10172338783740997 -0.06104320287704468 -0.14057621359825134 -0.05170096829533577 -0.030790628865361214 0.09497984498739243 -0.05793643370270729 -0.019866924732923508 -0.05598572641611099 -0.06017434969544411 -0.1111697107553482 0.23325161635875702 -0.012907115742564201 0.06725046783685684 -0.026426751166582108 0.001704608672298491 0.15692366659641266 0.177953839302063 -0.03299982100725174 -0.02486501634120941 0.0642348900437355 0.20149004459381104 0.031245814636349678 -0.3117232918739319 -0.1879408359527588 0.04868534207344055 -0.059989914298057556 -0.015376565977931023 -0.10851617157459259 0.05969017744064331 -0.19203704595565796 0.03659405559301376
心脏信号中噪声信号的检测	-0.011666061356663704 -0.026604915037751198 0.009373761713504791 -0.236007958650589 -0.0155014768242836 -0.1827879250049591 0.07601756602525711 -0.08606146275997162 -0.08673267066478729 -0.07084133476018906 0.053047552704811096 -0.2741397023200989 0.03563113883137703 0.10447399318218231 -0.13979989290237427 -0.11983785033226013 0.034666091203689575 -0.2158503532409668 -0.07939036190509796 0.09801731258630753 -0.12952068448066711 -0.29408717155456543 0.033454228192567825 -0.0329163484275341 0.1028214693069458 0.1471332609653473 -0.3324628174304962 0.19203893840312958 0.22029243409633636 -0.07976685464382172 0.15221455693244934 0.12031084299087524
一种低功耗超宽带低温低噪声放大器	-0.24261797964572906 -0.23087629675865173 -0.03656402602791786 -0.05151893571019173 -0.10762806236743927 0.028963152319192886 -0.12638230621814728 0.08863575756549835 0.362161785364151 0.033118706196546555 -0.09301386028528214 0.041686855256557465 -0.41161468625068665 -0.44845691323280334 0.11685485392808914 0.07293518632650375 0.012315168976783752 -0.04779829457402229 0.026443850249052048 0.30419662594795227 0.1497790366411209 0.5490448474884033 0.17063598334789276 -0.010442188940942287 -0.04023394733667374 0.1599145382642746 -0.24348576366901398 -0.09860659390687943 0.08372029662132263 0.15782225131988525 0.12876754999160767 -0.14528517425060272
一种电源冷冗余配置方法及装置	0.07803674787282944 0.013890611007809639 0.23101074993610382 0.16436821222305298 -0.08586391806602478 -0.12615184485912323 0.25371110439300537 0.010879497043788433 -0.10921068489551544 -0.32123157382011414 0.005404253955930471 -0.12998327612876892 0.28124141693115234 -0.16856712102890015 -0.0030893986113369465 -0.27961307764053345 -0.3233577609062195 -0.08286890387535095 -0.07580001652240753 -0.1157204732298851 -0.03247120976448059 -0.11966273188591003 -0.22887371480464935 -0.00493533443659544 0.056532155722379684 -0.1285332590341568 0.2731592357158661 -0.09554089605808258 0.11207412928342819 0.027350522577762604 -0.047859158366918564 -0.16749009490013123
服务器进入功耗封顶后实现整机功耗回调的方法、系统	0.014280937612056732 0.16581803560256958 -0.036203496158123016 0.049922697246074677 0.30558109283447266 -0.008563409559428692 -0.11151205748319626 -0.016649767756462097 -0.4113914370536804 0.26110145449638367 -0.22291918098926544 -0.0605020597577095 0.002819425892084837 -0.41203364729881287 -0.32902759313583374 -0.2419312447309494 -0.07870806753635406 0.02056420035660267 0.1528206318616867 -0.24933776259422302 -0.08925610780715942 0.13005810976028442 -0.21355006098747253 0.01271322462707758 0.38433176279067993 0.2168213129043579 -0.06847400218248367 0.3104836046695709 0.03205159306526184 -0.1433698982000351 0.3210030198097229 -0.17538879811763763
一种频段可重构的宽带低噪声放大器	0.2588978409767151 0.5567035675048828 0.030349651351571083 0.1778331995010376 0.4285679757595062 -0.09738312661647797 0.10534204542636871 -0.00300243915989995 -0.12261827290058136 0.08490168303251266 -0.10886327177286148 -0.17839227616786957 0.16457374393939972 -0.13397328555583954 0.09743663668632507 0.019454658031463623 -0.19770295917987823 -0.25155404210090637 0.025168847292661667 -0.00824449211359024 -0.3546902537345886 0.2017468810081482 0.0008568192133679986 0.07022867351770401 0.2443152666091919 -0.3194628357887268 0.2922019958496094 -0.056983135640621185 -0.2085627168416977 0.1574210375547409 0.17173747718334198 -0.025636911392211914
