用于润滑脂和润滑剂应用的聚烯烃组合物	-0.747668 2.556756 1.054786 0.673015 -0.112899 2.239621 2.588743 2.194811 -2.060365 0.486795 0.090261 -0.035904 -0.624441 1.102482 -3.212156 -1.628378 -1.946949 -0.395461 0.200133 0.473816 0.128468 0.068620 -1.029351 0.365655 0.091621 -2.190073 -1.138518 0.072377 -0.711457 1.259869 -1.981631 0.429857
一种用于心电数据分析的反混淆叠加方法及装置	1.193557 1.447948 -0.547386 -0.256437 -0.991790 0.800791 0.815751 -0.415385 -0.874715 -0.026890 0.198063 0.833614 0.522902 0.642824 -0.365773 0.969761 1.140286 -0.305837 0.039465 -0.362784 -1.208328 0.318401 0.718246 0.120648 -0.054921 -0.178828 -1.295112 0.336265 -0.274609 0.910763 -0.493228 -0.891232
一种多车型通用无级变速箱油及其制备方法	1.534109 1.862686 1.258810 3.493520 0.088902 0.868682 1.772544 0.998983 -0.574182 -0.923531 1.793407 -1.326480 -1.591631 1.581185 -0.118939 -0.459883 -1.466429 -2.734430 -0.670253 1.786387 2.685709 0.783893 0.584935 1.292628 0.082852 -2.036509 1.517181 1.598270 0.781571 0.555857 -0.638546 1.890464
一种棒状阀杆密封剂组合物及其制备方法	-1.032337 0.434179 -0.891463 -1.733184 -1.305395 0.308835 -0.784957 0.829337 2.069589 1.917063 0.108700 -1.556040 -0.517431 -1.064624 0.768416 0.108926 -2.732405 0.338592 -1.529720 -1.969414 -1.152852 2.161001 1.085181 -0.072339 -3.379465 -1.212150 -0.698616 -2.195728 -1.294003 4.157018 -0.149917 1.443183
基于金字塔型卷积层的心电信号深度神经网络建模方法	-1.972344 -3.589162 0.335972 0.831034 0.911436 0.764742 -1.308033 -1.384224 0.388684 -1.678693 -0.231402 -1.990461 2.800283 -3.185731 -1.997256 -0.321687 -0.672969 -0.344775 0.948380 1.858041 0.405375 3.284954 -0.770552 -1.546613 -0.075379 2.213427 1.948691 -0.000022 2.172498 -4.924958 1.446154 0.723542
一种多视角转换的心电信号数据增强方法	-1.491355 0.058277 -1.864379 1.109795 0.217125 0.162227 -3.661009 -0.702682 -0.098970 -1.349188 1.044650 -0.108757 0.431994 -1.902462 -0.019229 1.150647 -2.097559 -3.929233 1.872365 3.519354 0.951777 -0.242577 -0.032144 2.779237 -2.933864 2.802370 1.154668 -1.322770 0.482488 1.384025 -1.307991 0.980561
缺失导联的心电数据的分类处理方法、装置及存储介质	0.347024 -1.232551 3.259536 0.435382 -0.466802 0.190896 0.186018 -0.520316 -0.634450 -0.625106 0.625812 0.694174 -1.244392 -0.257751 -2.241441 0.448315 0.684896 0.956269 1.122506 -1.325124 -0.647269 -0.016293 -0.630125 0.302988 -0.261783 0.946774 -0.636296 0.768522 0.293275 0.731102 0.487959 -1.712395
皂氨酯润滑脂及其制备方法	-1.422097 -1.171955 0.284672 -4.232353 0.108364 -3.578797 -1.681516 -0.364973 2.505582 3.988530 0.708560 -2.927662 0.855992 -3.165497 -0.080317 -0.327909 -2.350302 1.510876 -3.988159 -1.437237 -1.196801 4.054196 0.580366 1.393871 -3.488135 -1.295453 -2.348334 -0.762621 2.630854 2.966574 2.128179 -0.051505
基于碳量子点的电流变材料的制备方法及电流变材料	-3.832510 -1.852622 -2.953511 0.421988 -0.400005 -0.744555 1.557826 4.514710 -1.663153 -2.798544 0.688733 -4.803880 0.595738 0.283906 0.393565 -1.991476 -2.376283 2.387188 -4.166026 1.793332 1.156991 -1.188683 -2.804659 -0.280558 -2.509104 -2.419888 -0.665316 1.416397 -0.357406 1.062153 0.197656 2.698077
一种亲水型户外和潮湿地区离心泵专用油及其制备方法	-1.568399 -0.115578 -1.391506 2.903888 -1.462968 -0.961511 0.012065 2.216278 -1.888540 -4.087834 -0.506894 -0.687020 -0.607504 -1.065063 1.333970 -2.533474 -1.081780 0.859139 -3.737034 0.358104 -2.200699 -2.979367 1.421596 -1.260614 -3.181481 -2.735845 0.511542 0.560712 2.583293 2.149910 -3.095870 1.946112
VPX供电设备	-0.970983 -1.890578 -0.647563 -2.333609 0.413412 -0.438837 -2.797972 0.092637 1.270377 0.282488 1.126855 0.180603 0.933226 -2.299976 2.453359 0.499441 -0.194404 1.945541 0.794187 -2.015048 -0.530963 -2.099971 -0.167331 1.364125 -1.353337 -0.558532 0.899198 -0.679639 0.946146 2.163610 0.435629 0.237279
一种新型金属切削液及其制备方法	-0.372225 -2.369783 1.521059 1.045923 1.443492 -0.241542 -1.218883 1.005268 -0.250991 -0.737067 -1.205257 -1.728151 -1.574180 -2.368131 0.181233 -0.555338 -1.287179 1.709977 -0.309962 1.265944 0.052846 -1.034245 -0.621931 0.366698 -1.636012 0.526652 0.792078 -0.637305 4.370087 0.650512 0.534919 -0.599783
基于多尺度卷积和密集连接网络的心电信号质量评估方法	-0.272020 0.987374 0.562918 -0.466889 -0.355633 1.378118 0.303549 -0.421077 1.177191 -0.207244 0.135979 -0.954233 0.039249 0.243283 0.091451 0.648404 -0.963270 1.183907 -1.920707 1.013092 -0.781725 1.068843 0.264776 0.176127 -1.125012 -0.310587 -0.772310 0.299374 -2.710378 1.186682 0.050692 0.265079
融合深度和医学特征的基于序列标注的多导联心电信号分类方法	-0.175106 -3.012118 1.895069 -1.731563 0.562101 -1.733786 1.371497 -1.857960 0.267764 -0.322352 -1.275794 1.367588 -0.083399 1.955762 -2.458903 -0.279536 0.422639 -2.139938 0.077220 0.266548 2.904836 1.232957 0.442929 -2.235472 3.116250 0.387507 -1.364546 1.384811 -1.698363 -1.870524 2.243967 -0.786340
UPS使用寿命的预测方法、设备及计算机可读存储介质	0.036168 0.030097 -0.765860 0.281640 0.507460 -1.148085 0.041526 -0.156103 -1.781262 0.619288 0.464627 -0.775560 0.208779 0.128348 -0.390847 -1.292005 -1.044412 -0.059050 1.166045 -0.255284 -0.777045 -1.483073 0.132225 1.373205 -0.513885 -1.769179 -0.154452 -1.951489 1.200281 0.749736 -0.036937 0.200714
心脏信号中噪声信号的检测	-1.552843 -0.249876 -1.284066 0.202173 -1.663091 0.548377 0.206364 -0.418380 -3.110952 -2.145085 -1.371317 0.748403 -0.995162 -3.060769 2.509449 -2.774572 -0.852091 -0.994625 1.492439 2.306054 -0.961115 1.976217 2.474798 -0.244526 -1.061808 -0.395653 0.100505 2.690416 -0.673721 0.350132 -0.789342 0.166388
一种低功耗超宽带低温低噪声放大器	-0.065436 0.011949 1.575385 0.131763 -2.987028 0.916689 1.287230 0.178902 -1.450121 1.740880 1.327085 -0.267676 -1.925184 -1.053897 -2.082139 0.653370 0.310106 0.172894 0.449707 -0.341709 0.134299 0.685196 -0.396284 0.598537 0.552364 0.814351 -0.723452 -1.551279 -1.354602 0.939473 0.573843 0.516249
一种电源冷冗余配置方法及装置	3.951243 0.373985 -1.934109 1.651567 0.439293 4.317083 3.466690 -0.384637 -3.219412 0.654333 1.263642 -0.854675 4.371104 0.640231 -0.112190 1.316763 1.516122 0.516439 -2.907254 2.065963 1.603208 3.811445 1.020992 -3.821001 -2.946828 -4.713877 -5.479830 0.991861 -2.298933 2.053199 1.761209 -0.015848
服务器进入功耗封顶后实现整机功耗回调的方法、系统	0.118013 -1.187551 -0.547938 0.097360 0.570992 -0.681044 -2.489268 -0.382674 1.456059 0.400653 -0.696855 -0.386642 -0.307315 -2.628370 1.835947 0.122898 -0.724929 -0.520844 0.273997 -0.521623 -0.692009 0.050978 0.340328 -0.278823 0.002602 -0.763203 -0.015689 0.463972 -0.656733 0.728406 0.640082 0.541174
一种频段可重构的宽带低噪声放大器	-0.607650 -0.960467 0.030826 1.806916 -0.557089 0.736693 -0.615147 0.391613 -0.960336 -0.569730 0.637308 -0.270439 -0.432448 -0.650967 1.244349 -1.218525 0.287847 -0.322294 1.409655 -0.455917 -0.800787 0.577677 1.106520 0.015812 -0.678008 -0.823002 0.839132 1.215389 0.498216 0.475399 -0.224049 -0.122229
一种信号采集系统	0.038119 1.199726 -1.728254 -0.440956 0.003999 -0.000154 0.078703 -0.172447 0.303684 -0.086590 0.295061 0.295867 -0.256215 0.038426 0.592181 0.266221 0.704491 -0.528438 -0.210482 -0.588607 0.758611 -1.782992 0.020276 0.351763 0.442528 -0.658270 0.149621 0.077247 0.920532 -0.193178 -0.578480 0.253931
一种服务器电源模块的均流方法、装置和系统	-0.236392 1.012100 1.430667 3.857354 -1.020221 2.590198 -0.750834 0.020698 -2.028385 -4.046218 1.150446 -1.085429 -0.721858 2.894731 0.763533 -1.780088 -3.233597 -1.482747 1.339450 0.715752 2.702531 1.433948 1.645452 -0.138722 -4.031214 1.881073 -0.188961 -2.620526 2.228415 -2.553843 -0.938065 4.525939
节能型长寿命低灰分柴油机油组合物	-1.823079 -0.218995 0.789016 -0.514366 0.148404 -0.416082 -2.273296 -1.194192 1.295439 3.529477 -0.158268 -2.360306 -1.277587 -1.239156 2.485682 -2.178824 -3.101844 0.144271 0.365495 -0.977080 -2.034994 1.864891 -0.167790 1.427536 -2.408068 -0.693926 0.431927 -2.501844 0.009628 3.618738 1.523885 2.294495
一种宽带放大电路	-0.200398 -2.276990 1.161500 0.031179 -0.663346 -0.540870 -1.294474 1.226514 -1.329840 -0.962951 0.074655 -1.706723 0.823504 -1.304914 1.608785 -0.490155 0.302099 1.006867 -0.545530 -0.645735 0.090727 -0.425900 0.752890 -0.392607 -1.840714 -0.441748 0.835859 0.794627 1.953412 1.452350 1.194698 -0.765402
基于新型生成对抗网络的心电信号增强方法	-2.710209 -1.687646 1.420434 -0.330881 0.039982 0.998157 0.489775 0.671725 1.708429 2.185456 -0.560448 -1.523233 1.212788 1.810024 -0.397859 0.475223 0.471118 0.795365 1.477539 -0.258715 0.241265 -0.757612 -2.765518 1.149476 1.246229 1.921492 0.007105 1.094848 1.169084 -1.002911 0.402773 0.645880
聚亚烷基二醇润滑剂组合物	0.234648 -0.144730 -0.108050 -0.658766 -0.087700 -2.587665 0.176267 2.009442 -3.127544 1.870448 0.610422 -1.769234 -1.091557 -1.056979 1.976709 -1.281296 -2.638496 -0.055135 1.609910 -1.062284 -3.436846 -1.458483 1.503748 0.178593 -1.310712 -2.421634 1.880791 -0.494543 1.930990 4.014675 -0.485436 1.327924
使用酯基础油料提高传动系统和工业齿轮润滑流体液的粘度指数和效率	-1.849550 -0.576033 0.903536 0.918682 0.421284 1.037781 1.990846 2.388403 -1.218915 -6.828495 -1.888648 -2.914728 -1.637653 0.175657 0.576088 -3.841623 -2.444622 1.001076 -2.910685 2.653165 2.764068 5.850832 -1.013553 0.345754 0.553504 2.395414 0.747403 1.428769 3.663834 -7.398681 -1.460805 1.317296
一种具有可调装置的医用护膝带	-0.002259 -0.564953 -1.400782 -1.101323 -1.692738 -2.262183 -1.338498 1.319225 -0.946926 -0.600620 0.633904 1.227081 -0.967699 -2.587329 2.235380 -1.428162 -0.498845 -1.334994 -0.051821 0.705165 -1.699707 -1.857100 0.039741 0.368061 0.114520 -1.262836 0.382648 1.343893 -2.800204 0.377389 -2.675488 0.416692
一种对心电信号数据进行颤动波识别的方法和装置	0.940216 2.082107 -3.328953 -0.978903 0.109429 -2.701779 -0.813053 1.795466 -0.251628 -0.381313 0.557624 0.278127 -2.223010 -0.606363 -0.238275 1.055758 0.416282 1.250136 1.734042 -3.775656 -3.091961 -3.578972 0.535039 1.392630 0.562508 -0.662941 -0.602594 -0.962665 -0.999046 -0.759541 -1.248492 0.776604
处理心电信号的方法、心电信号监测设备和存储介质	2.032756 -0.701644 0.223194 -0.263112 1.471440 -0.514585 0.408351 -0.502979 1.188136 -0.532787 -0.680255 1.782035 0.499225 -0.215269 0.165484 1.031491 0.037311 -0.144751 2.930682 3.643229 -0.341576 -0.657404 -0.457378 -0.293760 -0.660359 1.305939 1.485018 0.093500 2.434468 0.630233 0.361184 0.643902
一种基于深度学习的心电信号分类方法、装置及存储介质	0.083759 -0.490106 0.338363 -0.302036 1.336045 -0.776626 0.625745 -0.303376 2.339505 0.188860 0.240839 -0.416217 2.008252 -1.601249 -0.404058 0.943698 -1.503043 -1.226104 0.369252 1.757261 1.063363 0.103551 -0.625323 0.606198 1.312702 -0.553746 0.375141 -0.153446 -0.512839 -0.396145 0.177486 0.880106
一种用于大排量重型摩托车的润滑油及其制备方法	-1.854736 2.414274 0.069087 -0.366555 -0.496730 -2.853801 2.779864 0.739927 -0.394167 2.405320 1.710816 -2.813335 0.393766 -2.356961 1.325627 0.864468 -4.243156 0.920016 -1.127949 -1.360716 -1.444724 1.270380 -0.692665 3.269063 -1.388414 -2.842417 0.073877 -2.843932 -0.070795 4.128262 0.503180 2.414814
一种公路车辆齿轮油及其制备方法	0.253489 -0.091101 -1.330620 0.517603 -0.724981 -1.280163 -0.663172 1.181694 0.002765 1.567616 -3.914188 0.247173 -0.027019 -2.507783 -1.282041 -1.845666 -2.126990 -0.422752 -3.274478 1.951383 2.384140 3.524440 0.219575 1.297481 1.411947 -0.479840 -0.131387 -1.305243 1.074997 -1.273477 0.358754 2.169314
一种大数据多中心联合控制系统	-1.466995 -3.550887 1.013129 -0.222966 0.062189 -0.401794 -0.739051 -1.325944 0.690699 0.347216 0.651533 -1.344565 -0.009075 -0.693918 -0.903147 1.419615 1.221774 0.223823 -0.185888 -0.295446 -1.100005 -3.070344 -0.466404 -2.110300 -3.086224 0.424724 1.053565 0.390090 2.616768 3.970794 0.009350 0.138899
一种基于CNN神经网络的急性心肌梗死定时期自动判别系统	-0.352401 0.641484 0.597603 -0.607025 -0.360808 1.041769 1.342701 0.548593 -0.462787 2.001047 0.982901 0.343600 0.094646 -0.030327 1.197164 -0.878369 -2.244367 0.662681 -0.150514 -1.067335 -1.067264 -1.743299 0.032624 0.514214 -0.968489 -0.550772 -0.417985 -0.002939 -1.640664 -0.961708 -1.387623 0.388129
一种心电信号处理方法及装置	0.264494 -0.954017 1.310725 -1.076997 0.674255 -0.599397 1.561485 -0.257199 0.854249 0.869777 -0.978338 0.077728 0.334595 0.217423 -0.933739 0.275401 -0.544822 0.700173 1.001551 0.076351 0.481694 1.359929 -1.212797 0.238799 0.993182 0.087655 -0.512521 -1.266182 -0.543122 0.019453 2.079382 0.793444
润滑油基础油的制备方法	2.002348 -1.270931 -0.038691 1.157410 0.647391 0.204056 1.549266 0.593902 2.498785 1.571004 -1.496475 -1.650351 1.448114 0.017545 1.923843 -0.819811 -0.782960 -0.170828 -2.969015 -0.201800 2.549970 3.222826 -0.206854 0.798027 -1.533025 -0.923195 -0.555228 1.107396 1.664972 -0.000522 2.524365 0.418347
一种冗余电源智能控制装置	0.841647 5.972502 1.697308 -0.385573 -3.734403 -2.128643 3.672210 -0.842507 -3.004043 -0.421180 0.554224 3.318321 0.114762 1.250163 0.210381 0.269034 -1.024309 -2.501967 1.732855 -1.440065 4.117472 -1.914996 -0.986526 2.485214 3.608148 -1.068328 0.343203 -2.384212 5.089931 0.813039 -3.636002 0.909953
一种提高电源模块与主板兼容性的电路结构	-0.937322 2.778868 0.736839 -0.488875 -2.181761 0.951491 -0.812247 1.254822 -1.632922 -1.593883 1.917445 1.975002 -0.879537 -0.674446 1.786894 0.543142 0.935930 -0.053259 -0.344081 1.336006 0.423992 -3.540127 -0.081421 0.606782 1.943805 -1.842645 -0.408272 2.233693 -0.236625 -1.688466 -2.425514 -0.353781
通用型节能环保重负荷润滑油及其制备方法	-0.978858 -0.470234 0.459024 0.300641 0.429163 0.791838 1.164776 -1.705268 0.341059 4.599493 -0.490666 -2.625722 -1.063589 -2.665314 3.366880 -1.405891 -2.967671 -0.762558 -2.522255 1.779059 0.926031 2.604469 0.840845 2.077840 -3.391565 -1.694838 -0.816087 1.709903 0.702662 0.901807 0.835937 1.506966
一种用于润滑油的星形分散型黏度指数改进剂及其制备方法	-0.130063 1.575218 0.929421 -1.226402 -2.197078 1.846371 1.429847 -1.029284 -1.529744 -0.741482 1.219574 0.785347 -3.218436 0.245611 3.475751 -1.391484 -3.434327 -2.110352 -0.193062 2.788366 2.001758 0.687258 -2.408262 2.647565 0.426867 -2.592328 -1.113937 0.274809 -1.540283 0.763234 1.550102 1.677550
一种心电图识别方法、装置、存储介质及电子设备	-1.189064 -1.821136 1.783887 2.119600 0.648613 1.959760 -0.933112 0.060870 0.075836 -4.233537 -0.587075 -1.059733 1.559694 -1.761379 -1.321913 0.389867 0.687880 -2.093364 0.015478 -3.676243 -1.333993 1.400865 -2.376846 0.252203 1.149473 3.657425 0.261238 -0.614711 0.818451 -2.283465 -0.638391 0.388026
电源管理方法、电子设备、存储介质及系统	-0.334243 -0.230009 -0.411508 -2.066190 1.124885 2.150597 0.629519 -0.605118 -0.745271 0.528422 1.388734 0.031250 0.956021 1.084229 0.154498 -0.509589 0.843568 -0.784042 0.819428 -1.103890 1.483054 -1.777684 0.213471 0.204963 0.376500 -0.374718 -0.955048 0.003713 0.250197 -0.041322 -1.022795 1.613440
一种氧化石墨烯水基纳米润滑剂及其制备方法	2.047648 1.444815 -2.037789 0.590958 -3.293156 -1.641469 1.460306 -0.846691 -2.000543 -5.710163 -1.405122 -2.411129 0.116723 -2.289444 2.060990 -2.617871 -1.528813 1.818095 -5.203180 0.496506 -4.455439 0.600899 -1.203539 -0.384463 -2.726367 -2.050320 -0.082946 -0.594430 -0.224222 0.568540 2.052079 -0.095824
一种基于导联分组的12导联心电信号多标签分类方法	0.078213 -1.209481 -0.247161 -1.419475 -0.034232 -1.155478 -1.524385 1.509865 -0.938818 -0.907424 -0.755620 -1.152777 1.636403 0.444215 -0.928594 0.156775 -1.000781 0.655160 -0.245218 0.336906 -0.673650 1.648346 0.607164 -1.085396 -2.190821 0.071533 0.442669 -2.286554 2.000399 0.270562 0.629622 -0.309334
一种心电波形信号的波形识别方法、装置及设备	0.827215 -0.538785 -1.228129 -1.408585 -1.028735 -0.287619 0.292365 1.060409 -0.069911 -2.295094 1.599268 0.237706 -0.546667 -0.828176 2.118064 1.391258 -0.376520 1.243522 -0.571426 -1.217087 -1.303652 -0.578441 -0.279242 -1.014584 -0.353388 -1.694637 -0.520415 1.002581 0.016467 1.597118 0.367225 -1.525765
一种统一存储系统的供电控制方法、装置、设备及介质	0.237064 0.148457 0.111927 -2.333754 -1.418611 1.797274 0.893431 0.467029 -0.764360 -1.023473 1.364901 0.131995 -0.213473 0.517096 2.166822 0.301695 0.228915 2.222694 -1.548639 -0.689540 -1.177715 0.278436 0.111546 -0.850493 -0.822420 -1.096590 -1.576383 0.245843 -1.411054 -0.048818 0.444848 -0.725635
一种星载甚低频前置放大器	0.409314 -0.973180 -0.575195 0.029720 0.648111 -0.244288 0.292744 1.100567 -0.783346 -0.562425 0.338564 -1.117375 -1.454061 0.436059 0.949585 0.395196 0.088237 0.072852 1.541301 0.629611 0.948584 -1.050163 -0.135712 -1.114210 -1.311686 0.608202 1.273967 -0.798703 2.236972 -0.530555 0.394107 -0.488504
